node_number	id	paper_section	derivation_rank	derivation_order	section	branch	label	status	publication	definition	basis_state	basis_source_file_ids	basis_source_paths	basis_node_refs	evidence_state	evidence_refs	legacy_basis_raw	obligation_class	node_role	proof_owner	proof_granularity	documentation_tier	documentation_tier_rule	main_paper_depth	supplement_depth	required_documentation_sections	python_anchor_status	lean_anchor_status	countercheck_requirement	countercheck_status	documentation_v2_state	open_provenance_role	open_provenance_status	specialization_path	section_path	section_root_title	section_group_title	introduction_reason	canonical_node_label	stable_node_directory_name	main_section_directory	supplement_section_directory	main_section_artifact	supplement_section_artifact	main_documentation_state	supplement_documentation_state
124	P047	7.1.2.1	81	124	SEC-07	geometry	Canonical geometry/interface selector existence	CORE_REQUIRES_PROOF	MAIN_FULL	Construct an admitted selector from the resolved finite interface and response data without naming geometry by analogy.	ARCHITECTURAL_PROOF_DECOMPOSITION			C019;C021;C059;O071;P043	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	M070	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				7.1.2.1	Emergent geometry and Hodge/HK branch	Geometry-selector obstruction and canonical selector	Introduced after C019, C021, C059, O071, P043; registered hard handoff(s): supports_p047, supports_p047, supports_p047, supports_p047, supports_p047.	124 · P047	124_P047__canonical_geometry_interface_selector_existence	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/124_P047__canonical_geometry_interface_selector_existence	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/124_P047__canonical_geometry_interface_selector_existence	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/124_P047__canonical_geometry_interface_selector_existence/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/124_P047__canonical_geometry_interface_selector_existence/DOCUMENTATION.md	PLANNED	PLANNED
125	P048	7.1.2.2	82	125	SEC-07	geometry	Geometry selector uniqueness, equivariance, and naturality	CORE_REQUIRES_PROOF	MAIN_FULL	Prove uniqueness/canonicity, provenance equivariance, and refinement naturality of the selected interface/geometry object.	ARCHITECTURAL_PROOF_DECOMPOSITION			C022;P047	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	M070	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				7.1.2.2	Emergent geometry and Hodge/HK branch	Geometry-selector obstruction and canonical selector	Introduced after C022, P047; registered hard handoff(s): supports_p048, supports_p048.	125 · P048	125_P048__geometry_selector_uniqueness_equivariance_and_naturality	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/125_P048__geometry_selector_uniqueness_equivariance_and_naturality	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/125_P048__geometry_selector_uniqueness_equivariance_and_naturality	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/125_P048__geometry_selector_uniqueness_equivariance_and_naturality/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/125_P048__geometry_selector_uniqueness_equivariance_and_naturality/DOCUMENTATION.md	PLANNED	PLANNED
126	B071	7.2.1	82	126	SEC-07	geometry	Hodge / geometric-locality / HK geometry branch	QUARANTINED	NONE_ACTIVE	Not part of the active DAG until M070 is closed.	QUARANTINED			M070	QUARANTINED_NO_ACTIVE_EVIDENCE			QUARANTINED_BRANCH	QUARANTINE		NONE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				7.2.1	Emergent geometry and Hodge/HK branch	Hodge/HK specialization branch	Introduced after M070; registered hard handoff(s): unblocks_geometry_hodge_hk.	126 · B071	126_B071__hodge_geometric_locality_hk_geometry_branch	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch/126_B071__hodge_geometric_locality_hk_geometry_branch	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch/126_B071__hodge_geometric_locality_hk_geometry_branch	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch/126_B071__hodge_geometric_locality_hk_geometry_branch/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch/126_B071__hodge_geometric_locality_hk_geometry_branch/DOCUMENTATION.md	PLANNED	PLANNED
127	M080	8.1.1	85	127	SEC-08	modular	Local standardness of (M(O),Ω)	CORE_REQUIRED_MISSING	MAIN_OPEN_GATE	Prove the selected GNS vector is cyclic and separating for every admitted local algebra.	MISSING_CONSTRUCTION			C057;C058;P049;P050	CONSTRUCTION_MISSING_NO_CURRENT_EVIDENCE			MISSING_CONSTRUCTION_OR_THEOREM	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED	Weyl/GNS/modular-AQFT specialization	LATE_OPERATOR_ALGEBRAIC_SPECIALIZATION_NODEWISE_STATUS	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE -> OPS-AQFT-01	8.1.1	Modular/AQFT specialization and purity gates	Standardness, modular flow and native provenance action	Introduced after C058, C057; registered hard handoff(s): requires_local_standardness, supplies_selected_gns_vector.	127 · M080	127_M080__local_standardness_of_m_o	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/DOCUMENTATION.md	PLANNED	PLANNED
128	P049	8.1.1.1	86	128	SEC-08	modular	Local cyclicity of the GNS vector	CORE_REQUIRES_PROOF	MAIN_OPEN_GATE	Prove that the selected GNS vector is cyclic for every admitted local algebra.	ARCHITECTURAL_PROOF_DECOMPOSITION			C057;C058;P042	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	M080	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				8.1.1.1	Modular/AQFT specialization and purity gates	Standardness, modular flow and native provenance action	Introduced after C057, C058, P042; registered hard handoff(s): supports_p049, supports_p049, supports_p049.	128 · P049	128_P049__local_cyclicity_of_the_gns_vector	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/128_P049__local_cyclicity_of_the_gns_vector	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/128_P049__local_cyclicity_of_the_gns_vector	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/128_P049__local_cyclicity_of_the_gns_vector/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/128_P049__local_cyclicity_of_the_gns_vector/DOCUMENTATION.md	PLANNED	PLANNED
129	P050	8.1.1.2	87	129	SEC-08	modular	Local separatingness of the GNS vector	CORE_REQUIRES_PROOF	MAIN_OPEN_GATE	Prove that the selected GNS vector is separating for every admitted local algebra.	ARCHITECTURAL_PROOF_DECOMPOSITION			C057;C058;P049	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	M080	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				8.1.1.2	Modular/AQFT specialization and purity gates	Standardness, modular flow and native provenance action	Introduced after C057, C058, P049; registered hard handoff(s): supports_p050, supports_p050, supports_p050.	129 · P050	129_P050__local_separatingness_of_the_gns_vector	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/129_P050__local_separatingness_of_the_gns_vector	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/129_P050__local_separatingness_of_the_gns_vector	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/129_P050__local_separatingness_of_the_gns_vector/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/129_P050__local_separatingness_of_the_gns_vector/DOCUMENTATION.md	PLANNED	PLANNED
130	M082	8.1.2	87	130	SEC-08	modular	Derived local modular flow	CORE_REQUIRED_MISSING	MAIN_OPEN_GATE	Requires standard local pairs and an admitted representation/action; only then can modular time be discussed.	MISSING_CONSTRUCTION			M080;P051;P052	CONSTRUCTION_MISSING_NO_CURRENT_EVIDENCE			MISSING_CONSTRUCTION_OR_THEOREM	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED	Weyl/GNS/modular-AQFT specialization	LATE_OPERATOR_ALGEBRAIC_SPECIALIZATION_NODEWISE_STATUS	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE -> OPS-AQFT-01	8.1.2	Modular/AQFT specialization and purity gates	Standardness, modular flow and native provenance action	Introduced after M080; registered hard handoff(s): tomita_takesaki_flow.	130 · M082	130_M082__derived_local_modular_flow	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/DOCUMENTATION.md	PLANNED	PLANNED
131	P051	8.1.2.1	88	131	SEC-08	modular	Tomita operator closure and polar decomposition	CORE_REQUIRES_PROOF	MAIN_OPEN_GATE	Construct the local Tomita operator on the standard core, prove closability, and obtain the modular operator/conjugation polar decomposition.	ARCHITECTURAL_PROOF_DECOMPOSITION			M080;P049;P050	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	M082	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				8.1.2.1	Modular/AQFT specialization and purity gates	Standardness, modular flow and native provenance action	Introduced after M080, P049, P050; registered hard handoff(s): supports_p051, supports_p051, supports_p051.	131 · P051	131_P051__tomita_operator_closure_and_polar_decomposition	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/131_P051__tomita_operator_closure_and_polar_decomposition	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/131_P051__tomita_operator_closure_and_polar_decomposition	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/131_P051__tomita_operator_closure_and_polar_decomposition/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/131_P051__tomita_operator_closure_and_polar_decomposition/DOCUMENTATION.md	PLANNED	PLANNED
132	P052	8.1.2.2	89	132	SEC-08	modular	Local modular automorphism group and net compatibility	CORE_REQUIRES_PROOF	MAIN_OPEN_GATE	Prove the one-parameter automorphism-group law and its admitted locality/net compatibility.	ARCHITECTURAL_PROOF_DECOMPOSITION			P051	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	M082	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				8.1.2.2	Modular/AQFT specialization and purity gates	Standardness, modular flow and native provenance action	Introduced after P051; registered hard handoff(s): supports_p052.	132 · P052	132_P052__local_modular_automorphism_group_and_net_compatibility	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/132_P052__local_modular_automorphism_group_and_net_compatibility	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/132_P052__local_modular_automorphism_group_and_net_compatibility	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/132_P052__local_modular_automorphism_group_and_net_compatibility/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/132_P052__local_modular_automorphism_group_and_net_compatibility/DOCUMENTATION.md	PLANNED	PLANNED
133	O081	8.1.3	89	133	SEC-08	modular	Global native modular-conjugation lift obstruction	MATHEMATICAL_OBSTRUCTION_PROOF_REQUIRED	MAIN_BOUNDARY	Current source supports an abstract opposite shadow and local representatives, but no single native global CNNA involution.	MATHEMATICAL_OBSTRUCTION			C057	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			MATHEMATICAL_OBSTRUCTION_PROOF	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				8.1.3	Modular/AQFT specialization and purity gates	Standardness, modular flow and native provenance action	Introduced after C057; registered hard handoff(s): modular_shadow_audit.	133 · O081	133_O081__global_native_modular_conjugation_lift_obstruction	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/133_O081__global_native_modular_conjugation_lift_obstruction	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/133_O081__global_native_modular_conjugation_lift_obstruction	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/133_O081__global_native_modular_conjugation_lift_obstruction/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/133_O081__global_native_modular_conjugation_lift_obstruction/DOCUMENTATION.md	PLANNED	PLANNED
