ID	Object	Layer	Canonical CNNA definition	Natural provenance	Computed from	ExecComplex/computable path	Object status	Code status	Current code modules / derivation site	Neutral target location / canonical API	Pillar-A access	Handoff rights	May be consumed by	Priority	Phase	Proof documentation status	Proof dossier	Context class	Significance tier	Documentation depth requirement	Object lifecycle state	Lifecycle predecessor object(s)	Lifecycle successor/current object	Lifecycle note	Current dossier pointer	Change version	Change timestamp	Change class	Change note
S06	GeneralizedDtN / MultiSchur	Schur/DtN	GeneralizedBoundaryOperatorProfile.	Generated generalized DtN/MultiSchur chain.	Boundary operator + additional ports.	ExecComplex matrix profile.	B	derived-only/proof-carrying present, but BLUE semantic/API correction remains open; not public final API until LEG7 and the object natural correction phase close	CNNA/PillarA/Arithmetic/Smoke/GeneratedGeneralizedTopBoundaryDtNSM3hR.lean; CNNA/PillarA/Arithmetic/Smoke/GeneratedMultiSchurSM4.lean; CNNA/PillarA/Coupling/GeneralizedDtN.lean; CNNA/PillarA/Coupling/MultiSchur.lean	CNNA/PillarA/Schur/GeneralizedBoundaryOperator.lean	A-internal; legacy plan-semantic. BLUE quarantine: derived-only evidence may be audited, but semantic/API use must go through the planned neutral correction phase.	A->B only if bright handoff specified; A->D dynamics optional. Uncorrected blue form is not handoff-exportable.	arithmetic matrices, Handoff.; blue-correction chain only until neutral API closes; no direct Phase 3+/handoff public consumption	high	3.7	no	proof:S06	LeanSourceObject	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:S06				
O01	Boundary matrix over ExecComplex	Operational operator	ExecMatrixProfile.	DtN/MultiSchur -> Exec mirror.	Boundary operator + Exec bridge.	Matrix carrier carrier ExecComplex.	B	derived-only/proof-carrying present, but BLUE semantic/API correction remains open; not public final API until LEG7 and the object natural correction phase close	CNNA/PillarA/Arithmetic/Smoke/GeneratedMultiSchurExecBoundaryOperatorSM4q.lean; CNNA/PillarA/Arithmetic/Smoke/GeneratedMultiSchurExecBoundaryOperatorFromSM3fqPlusSM4q.lean; CNNA/PillarA/Arithmetic/Smoke/GeneratedLevelHistoryExecMatrixFromSM6bRecheckSM8.lean	CNNA/PillarA/Operational/BoundaryMatrix.lean	A-internal; neutral wrapper missing. BLUE quarantine: derived-only evidence may be audited, but semantic/API use must go through the planned neutral correction phase.	A->B as bright operator; A->C as spectral/geometric source. Uncorrected blue form is not handoff-exportable.	Charpoly, algebra, B.; blue-correction chain only until neutral API closes; no direct Phase 3+/handoff public consumption	high	4.1	no	proof:O01	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:O01				
O02	Determinant coefficient recurrence	Operational polynomial	CoefficientRecurrenceProfile.	SM9e recurrence.	Exec matrix + recurrence.	Nat -> ExecComplex.	B	derived-only/proof-carrying present, but BLUE semantic/API correction remains open; not public final API until LEG7 and the object natural correction phase close	CNNA/PillarA/Arithmetic/Smoke/GeneratedOperationalDeterminantCoefficientRecurrenceSM9e.lean	CNNA/PillarA/Operational/DeterminantRecurrence.lean	A-internal; historical name. BLUE quarantine: derived-only evidence may be audited, but semantic/API use must go through the planned neutral correction phase.	Not directly an B; arithmeticconsumer. Uncorrected blue form is not handoff-exportable.	Quadratic window, discriminant.; blue-correction chain only until neutral API closes; no direct Phase 3+/handoff public consumption	high	4.2	no	proof:O02	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:O02				
O03	Operational polynomial profile	Operational polynomial	OperationalPolynomialProfile.	SM9c/SM9d/SM9e chain.	Coefficient recurrence.	Coefficients ExecComplex.	B	derived-only/proof-carrying present, but BLUE semantic/API correction remains open; not public final API until LEG7 and the object natural correction phase close	CNNA/PillarA/Arithmetic/Smoke/GeneratedLevelHistoryOperationalCharpolyPolynomialProfileFromSM9b.lean; CNNA/PillarA/Arithmetic/Smoke/GeneratedLevelHistoryOperationalCoefficientSourceFromSM9c.lean; CNNA/PillarA/Arithmetic/Smoke/OperationalBoundedPolynomialEvaluationNormalFormSM9ePlus.lean	CNNA/PillarA/Operational/PolynomialProfile.lean	A-internal; neutralize. BLUE quarantine: derived-only evidence may be audited, but semantic/API use must go through the planned neutral correction phase.	A->C/E only if a polynomial invariant is needed. Uncorrected blue form is not handoff-exportable.	Window, spectrum.; blue-correction chain only until neutral API closes; no direct Phase 3+/handoff public consumption	high	4.3	no	proof:O03	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:O03				
O04	Quadratic coefficient window	Operational polynomial	QuadraticWindowCertificate.	SM9g1 from recurrence/window.	CoefficientAt source.	a,b,c : ExecComplex.	B	derived-only/proof-carrying present, but BLUE semantic/API correction remains open; not public final API until LEG7 and the object natural correction phase close	CNNA/PillarA/Arithmetic/Smoke/GeneratedOperationalQuadraticCoefficientWindowFromSM9dSM9e.lean	CNNA/PillarA/Operational/QuadraticWindow.lean	A-internal; Teil-2-Wrapper first. BLUE quarantine: derived-only evidence may be audited, but semantic/API use must go through the planned neutral correction phase.	Not directly an B; A->C optional as invariant. Uncorrected blue form is not handoff-exportable.	Discriminant.; blue-correction chain only until neutral API closes; no direct Phase 3+/handoff public consumption	high	4.4	no	proof:O04	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:O04				
O05	Operational discriminant D_op	Arithmetic	OperationalDiscriminantCertificate.	SM9h.	QuadraticWindow.	discriminantValue : ExecComplex.	B	derived-only/proof-carrying present, but BLUE semantic/API correction remains open; not public final API until LEG7 and the object natural correction phase close	CNNA/PillarA/Arithmetic/Smoke/GeneratedOperationalQuadraticDiscriminantSourceFromSM9g1Window.lean	CNNA/PillarA/Operational/QuadraticDiscriminant.lean	A-internal; erster frozen Teil-2-Resetpunkt. BLUE quarantine: derived-only evidence may be audited, but semantic/API use must go through the planned neutral correction phase.	A->C/E as arithmetic invariant; not as B-Dynamikquelle. Uncorrected blue form is not handoff-exportable.	Comparison, CM seed.; blue-correction chain only until neutral API closes; no direct Phase 3+/handoff public consumption; BR08 horizontal/vertical Schur-duality bridge	critical	4.5	no	proof:O05	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:O05				
O06	Comparison target policy	Arithmetic	ComparisonTargetPolicy. Also governs heuristic lattice test targets: comparison rows may not feed back into operational generation.	theory register + target-source proof.	D_op + target definition. BR07 must audit thread-recursion provenance before comparison interpretation.	Operational side may use only rational/integer comparison invariants computed from D_op. General algebraic target data lives in mirror/non-operational layers under EXEC-2.	G	present, but incomplete/non-canonical	CNNA/PillarA/Arithmetic/Smoke/GeneratedOperationalDiscriminantFactorGateFromSM9fFull.lean; current code has target-exclusion/gate only, no general target policy	CNNA/PillarA/Operational/ComparisonTarget.lean	A-internal; only after computed D_op.	A->E meta/report optional; not an B.	Tests.	high	4.6	no	proof:O06	ReferenceGateObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:O06				
O07	General finite computation test matrix profile	Operational / test / computation readiness	Reusable proof-carrying finite test matrix over code-defined generated instances, branch modes, L_max rows, operational output witnesses, and optional comparison sentinel columns. v34 adds O08 as the regime-typed extension; O07 remains the generic/non-specialized base.	canonical smoke-test generator; concrete computable instance traversal; operational arithmetic path; generalization of L09/L10 special lattice tests.	code-defined generator/branching API, finite L_max, static/dynamic branch-mode tags, finite carriers/matrices/profiles, executable output witness records.	Core fields are operational finite/rational/integer; mirror comparison columns are explicitly non-operational.	Y	planned; no Lean implementation yet	Future module selected by Phase 1.1.1.1.1; must reuse existing Smoke/Generator modules.	CNNA/PillarA/Arithmetic/Smoke or Generator test-matrix API, exact path pending module manifest.	A-internal reusable testing object; not a generative axiom.	none until proof-carrying rows are derived; comparison columns cannot be handed off as operational data.	Phase 4 wrappers, Phase 8 lattice sentinel tests, refactor regression checks, documentation/proof dossiers., O08 regime-typed extension	early before specialized computation claims	4.0.1	planned dossier; must be filled before implementation	proof:O07	LeanTargetObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:O07				
N00	Fundamental discriminant D_fund	Number theory	FundamentalDiscriminantProfile.	Normalization of D_op.	D_op, square factor/congreence proof.	Integer/rat mirror; ExecComplex embedding for reports.	G	present, but incomplete/non-canonical	CNNA/PillarA/Arithmetic/Orders/DiscriminantConvention.lean (special Gaussian/Eisenstein bridge; not general derived D_fund)	CNNA/PillarA/NumberTheory/DiscriminantNormalization.lean	A-internal; before CM.	A->C as number-theoretic invariant.	CM order, conductor.	high	5.1	no	proof:N00	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:N00				
N01	Conductor f	Number theory	ConductorProfile.	Discriminant normalization.	D_op, D_fund.	Nat/Int; ExecComplex mirror optional.	G	present as source/seed; derivation still to be canonicalized	CNNA/PillarA/Arithmetic/Orders/DiscriminantConvention.lean (implicit/bridge status; conductor not canonical)	CNNA/PillarA/NumberTheory/Conductor.lean	A-internal.	A->C as arithmetic invariant.	Order profile.	high	5.1	no	proof:N01	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:N01				
