Phase	Main goal	Source objects/dependencies	Definitions/objects	Current code modules	Target modules/objects	Proof goals	Phase status	Object link policy	Object link explanation	Child object scope	Context class	Phase documentation tier	Phase documentation depth requirement	Change version	Change timestamp	Change class	Change note
1.1.1.1.5.1	Full IST module/declaration/object intake completeness and total-classification audit before any new substantive code	1.1.1.1.5 umbrella; LEG10 module manifest; LEG5 declaration consumption map; CEX11 total Lean-declaration classification policy; repo_inventory/raw_export modules/import_edges/symbol references; current object register; direct repo_snapshot/CNNA scan.	LEG37 CurrentSourceIntakeCompletenessLedger strengthened by CEX11: every existing Lean module/declaration is either linked to a registered object/proof dossier, classified as tool/legacy/audit-only/generated/reference/non-object bucket, or explicitly scheduled for object/register ingestion; every declaration receives declaration_kind, semantic_role, triviality_tier, significance/documentation policy, lifecycle_state, public_surface_status and owner bucket.	repo_snapshot/CNNA/**/*.lean; repo_inventory/raw_export/*.json; generated_exports/module_consumption_records.generated.tsv; generated_exports/declaration_consumption_records.generated.tsv; generated_exports/object_register.generated.tsv	LEG37; CEX11-linked total declaration classification ledger; exact missing-object/overloaded-module/name-neutralization/manual-review backlog; no Lean source move yet.	Prove/audit that the IST codebase has no unclassified source surface before neutralization/refactor starts. If a module/declaration cannot be mapped to a registered object, legacy/audit/generated/reference/non-object bucket, or new ingestion phase, create the missing phase at its natural origin. A consumption class alone is insufficient: total declaration kind, role, triviality, documentation, lifecycle and ownership classification must close or remain an explicit blocker.	Y	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
1.1.1.1.5.2	Neutral module-name and namespace/facade migration plan	1.1.1.1.5.1; LEG37 closed intake ledger; SCF44/SCF45/SCF52 findings; phase-semantic and proof-stage module-name audit.	LEG38 NeutralModuleNameAndFacadeMigrationMap: canonical neutral target names, old-module facade plan, no-merge/proof-stage exceptions, and import/API migration order.	Current phase-semantic module families: Smoke/SM*, Structural/CayleyDickson/S6*, StrengtheningPhase* audits, BoundarySource clones, Handoff input/output wrappers, Notation/Legacy surfaces.	LEG38; planned neutral module/API surface; facade-first migration package; no code move until 1.1.1.1.5.3.	Prove/audit that every planned module rename/merge/split has natural-layer placement, compatibility facades, public/API impact statement, and no loss of proof/provenance granularity.	O	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
1.1.1.1.5.3	Compatibility-preserving refactor execution gate for neutral module surface	1.1.1.1.5.2; LEG38 neutral/facade migration map; refactor regression protocol GNG03/GNG26/GNG28-GNG32.	LEG39 NeutralRefactorExecutionCertificate: bounded Lean refactor package, old-module facades, import/declaration delta, consumer breakage audit, and local full-build evidence.	Only modules authorized by LEG38; no mathematical strengthening beyond surface/facade/refactor changes.	LEG39; local-build-backed refactor closeout; regenerated inventory input for 1.1.1.1.5.4.	Execute only the approved neutralization/refactor package. Close only after local full build, declaration/consumer diff, old-import compatibility plan, and proof that the refactor preserved or improved auditability.	O	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
1.1.1.1.5.4	Post-refactor inventory re-scan and IST-object/proof-dossier reclassification	1.1.1.1.5.3; LEG39 refactor execution certificate; regenerated build_export_script_v1.8.py outputs.	LEG40 PostRefactorInventoryClosureCertificate: fresh module/import/declaration inventory, object-register delta, proof-dossier delta, status/color audit, and unresolved-gap ledger.	repo_inventory/raw_export regenerated after refactor; generated_exports regenerated; object/proof/phase registers.	LEG40; post-refactor source truth map; unresolved gaps turned into red locked phases or explicitly white tool/refactor tasks.	Prove/audit that the refactored IST codebase is fully reclassified and that no stale module name, stale object mapping, or hidden public consumer remains before any content phase is released.	O	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
1.1.1.1.5.5	Pre-substantive-code release certificate for 1.1.1.2 and later Lean content phases	1.1.1.1.5.4; LEG37-LEG40 closed; DBR13/GNG31 red-lock policy; all required object proof dossiers updated.	LEG41 PreSubstantiveCodeReleaseCertificate: explicit release proof that 1.1.1.2 may become active only after intake, neutralization, refactor and post-scan closure.	No Lean source target except generated release ledger; consumes registers and build evidence.	LEG41; release proof for 1.1.1.2 or new red blockers at natural origin.	Before turning 1.1.1.2 yellow, prove by references to closed LEG37-LEG40 and registered derived-only Lean objects/proof dossiers that the phase can consume a stable neutral API surface. Otherwise keep 1.1.1.2 locked/orange and spawn upstream red blockers.	O	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
1.1.1.2	Blue-object semantic correction ledger	1.1.1.1.5.5 pre-substantive-code release certificate; LEG37-LEG41 closed; stable neutral module/API surface; updated proof dossiers; object register rows with Object status B; TomS guardrails where arithmetic/number theory touches appear.	blue_correction_ledger: for each B object record correction phase, allowed temporary consumers, forbidden direct consumers, semantic mismatch, neutral API target, and exit-to-white condition	Structural/CayleyDickson/*; Arithmetic/Smoke/GeneratedInterior*; Arithmetic/Smoke/*Operational*; object register	LEG7 blue-object semantic correction ledger; updated B-object access/consumer clauses; no Lean code move yet	Only after 1.1.1.1.5.5 closes: implement blue-object semantic correction ledger against the stable neutral API/source surface. No blue object may be released unless its referenced Lean object/proof dossier is derived-only or explicitly remains blocked.	O	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.				
1.1.1.3	Public API contract and consumer whitelist	1.1.1.1.1; 1.1.1.1.2; 1.1.1.1.3; 1.1.1.1.4; 1.1.1.2; phase/object register; access policy	public_api_contract; consumer_whitelist; forbidden_import_set; post-1.1 visible module list; per-public-module semantic placement provenance	Arithmetic/Notation.lean; planned CoreSymbols/Legacy/NeutralWrappers modules; BuildAll/Umbrella modules	LEG6 public API contract; LEG9 consumer whitelist/firewall inputs	Declare exactly which names/modules Phase 3+ may see and why each belongs in its chosen module. All legacy status/policy gates, phase aliases, audit-only declarations, dead candidates, duplicate generator seams, uncorrected blue objects, and undocumented public objects are excluded from the public surface.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.				
1.1.1.4	Pruning and dead-candidate ledger before deletion	public API contract from 1.1.1.3; declaration classification from 1.1.1.1.4; object proof dossiers from 1.1.1.1.3; repo semantic/reference summaries	pruning_ledger with keep, quarantine, wrap, reexport, archive, and deletion-candidate classes	all legacy/audit/SM modules classified as non-public; BuildAll/Umbrella-only leaves; phase-status ledgers	LEG8 pruning/dead-candidate ledger; no deletions during this phase	No declaration is deleted solely because it is not on the mainline. Deletion candidates require no public contract, no proof-bridge role, no legacy/audit role, and local green build evidence after the actual removal phase.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.				
1.1.1.5	Generated-view authority and inventory lock for implementation prompts	1.1.1.1.1-1.1.1.1.4; 1.1.1.2-1.1.1.4; YAML single-master rule; generated table/PDF pipeline	implementation prompt contract for 1.1.2-1.1.5; module manifest rule; generator-reuse rule; generated view authority; local-build evidence rule	masters/cnna_roadmap_master.yaml; scripts/generate_tables.py; README.md; generated PDF/TSV	updated README/report/PDF; no Lean declaration move yet	Close the audit/planning gate with reproducible generated artifacts and one active next cursor. Future implementation prompts are invalid until they include the module-name/budget manifest and reuse/generator audit. This phase does not claim Lean build success.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanGovernancePhase	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.				
1.1.1.5.1	Tool-mode split and lean-focus contract	1.1.1.5; SCF37; workflow policy; repo inventory; object register; scratchpad	Define audit-full, phase-check, and lean-focus modes so routine Lean work consumes compact implementation packets instead of full PDF/table scans.	masters/cnna_roadmap_master.yaml; scripts/generate_tables.py; repo_inventory/raw_export; generated_exports; tables; figures; tool_state if introduced later	workflow-policy row; scaling-plan TSV/TeX; no Lean code	Tooling/governance proof goal: implement the Tool-mode split and lean-focus contract without modifying Lean sources unless a later explicit Lean phase accepts that change. Ensure theory semantics: No theory classification yet; this phase only fixes the mode boundary.	W	no_direct_object	tooling/governance subphase; it prepares generated views/ledgers and owns no CNNA mathematical object until a future object row is explicitly registered		LeanGovernancePhase	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.				
