context_score	matched_terms	Generated export	Phase	Phase status	Phase type	Title	Added modules	Modified modules	Reusable existing modules	Manifest rule	Semantic placement	Reuse/duplication audit	Canonical generator policy	Compactness rule	Duplicate risks	Consumer direction	Regression protocol	Lean/mathlib policy	Concrete traversal	Mathlib complication log	Noncomputable boundary audit	Module	Path	Line	Declaration	Basename	Consumption class	Classification evidence	Module class	Reference consumer count	Reference consumer sample	Public promotion gate	Group	Imported-by count
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	263	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.no_irreducible_prime_shortcut	no_irreducible_prime_shortcut	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	275	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticOrderShape	AR12QuadraticOrderShape	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	276	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticOrder	AR12QuadraticOrder	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	277	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticOrderElement	AR12QuadraticOrderElement	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	278	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12BinaryQuadraticNormForm	AR12BinaryQuadraticNormForm	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	279	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12SchurToFundamentalDiscriminantBridge	AR12SchurToFundamentalDiscriminantBridge	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	281	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12HeegnerDiscriminantBridge	AR12HeegnerDiscriminantBridge	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	282	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticNormFormCertificate	AR12QuadraticNormFormCertificate	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	283	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticOrderOutput	AR12QuadraticOrderOutput	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	291	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12ForwardingStatus	AR12ForwardingStatus	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	292	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12IrreduciblePrimeDisciplineStatus	AR12IrreduciblePrimeDisciplineStatus	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	216	CNNA.PillarA.Structural.CayleyDickson.CanonicalOuterEmbeddingCompatibility	CanonicalOuterEmbeddingCompatibility	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	230	CNNA.PillarA.Structural.CayleyDickson.CanonicalCenterEmbeddingCompatibility	CanonicalCenterEmbeddingCompatibility	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	250	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_left_left_left	canonicalOuterEmbeddingCompatibility_left_left_left	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	273	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_left_left_right	canonicalOuterEmbeddingCompatibility_left_left_right	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	296	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_left_right_left	canonicalOuterEmbeddingCompatibility_left_right_left	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	319	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_left_right_right	canonicalOuterEmbeddingCompatibility_left_right_right	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	342	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_right_left_left	canonicalOuterEmbeddingCompatibility_right_left_left	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	365	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_right_left_right	canonicalOuterEmbeddingCompatibility_right_left_right	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	388	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_right_right_left	canonicalOuterEmbeddingCompatibility_right_right_left	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	411	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_right_right_right	canonicalOuterEmbeddingCompatibility_right_right_right	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	blocked from public-final unless later linked to a documented object/API contract		
